"time","ApparentPower","Current","Power","ReactivePower"
"2023-03-10T14:01:50.000+01:00","15","0.061","8","13"
"2023-03-10T14:02:00.000+01:00","15","0.061","8","13"
"2023-03-10T14:02:10.000+01:00","15","0.061","8","13"
"2023-03-10T14:02:20.000+01:00","15","0.061","8","13"
"2023-03-10T14:02:30.000+01:00","15","0.061","8","13"
"2023-03-10T14:02:40.000+01:00","15","0.061","8","13"
"2023-03-10T14:02:50.000+01:00","15","0.06","8","13"
"2023-03-10T14:03:00.000+01:00","15","0.06","8","13"
"2023-03-10T14:03:10.000+01:00","15","0.061","8","13"
"2023-03-10T14:03:20.000+01:00","15","0.06","8","13"
"2023-03-10T14:03:30.000+01:00","15","0.06","8","13"
"2023-03-10T14:03:40.000+01:00","15","0.06","8","13"
"2023-03-10T14:03:50.000+01:00","15","0.06","8","13"
"2023-03-10T14:04:00.000+01:00","15","0.06","8","13"
"2023-03-10T14:04:10.000+01:00","15","0.06","8","13"
"2023-03-10T14:04:20.000+01:00","15","0.061","8","13"
"2023-03-10T14:04:30.000+01:00","15","0.06","8","13"
"2023-03-10T14:04:40.000+01:00","15","0.06","8","13"
"2023-03-10T14:04:50.000+01:00","15","0.06","8","13"
"2023-03-10T14:05:00.000+01:00","15","0.06","8","13"
"2023-03-10T14:05:10.000+01:00","15","0.06","8","13"
"2023-03-10T14:05:20.000+01:00","15","0.06","8","13"
"2023-03-10T14:05:30.000+01:00","15","0.06","8","13"
"2023-03-10T14:05:40.000+01:00","15","0.061","8","13"
"2023-03-10T14:05:50.000+01:00","15","0.06","8","13"
"2023-03-10T14:06:00.000+01:00","15","0.06","8","13"
"2023-03-10T14:06:10.000+01:00","15","0.06","8","13"
"2023-03-10T14:06:20.000+01:00","15","0.059","8","12"
"2023-03-10T14:06:30.000+01:00","15","0.06","8","13"
"2023-03-10T14:06:40.000+01:00","15","0.06","8","13"
"2023-03-10T14:06:50.000+01:00","15","0.06","8","13"
"2023-03-10T14:07:00.000+01:00","15","0.06","8","13"
"2023-03-10T14:07:10.000+01:00","15","0.061","8","13"
"2023-03-10T14:07:20.000+01:00","15","0.059","8","12"
"2023-03-10T14:07:30.000+01:00","15","0.059","8","12"
"2023-03-10T14:07:40.000+01:00","15","0.061","8","13"
"2023-03-10T14:07:50.000+01:00","15","0.06","8","13"
"2023-03-10T14:08:00.000+01:00","15","0.06","8","13"
"2023-03-10T14:08:10.000+01:00","15","0.061","8","13"
"2023-03-10T14:08:20.000+01:00","15","0.061","8","13"
"2023-03-10T14:08:30.000+01:00","15","0.061","8","13"
"2023-03-10T14:08:40.000+01:00","15","0.061","8","13"
"2023-03-10T14:08:50.000+01:00","15","0.061","8","13"
"2023-03-10T14:09:00.000+01:00","15","0.061","8","13"
"2023-03-10T14:09:10.000+01:00","15","0.06","8","13"
"2023-03-10T14:09:20.000+01:00","15","0.061","8","13"
"2023-03-10T14:09:30.000+01:00","15","0.06","8","13"
"2023-03-10T14:09:40.000+01:00","15","0.061","8","13"
"2023-03-10T14:09:50.000+01:00","15","0.06","8","13"
"2023-03-10T14:10:00.000+01:00","15","0.06","8","13"
"2023-03-10T14:10:10.000+01:00","15","0.06","8","13"
"2023-03-10T14:10:20.000+01:00","15","0.06","8","13"
"2023-03-10T14:10:30.000+01:00","15","0.06","8","13"
"2023-03-10T14:10:40.000+01:00","15","0.06","8","13"
"2023-03-10T14:10:50.000+01:00","15","0.061","8","13"
"2023-03-10T14:11:00.000+01:00","15","0.061","8","13"
"2023-03-10T14:11:10.000+01:00","15","0.061","8","13"
"2023-03-10T14:11:20.000+01:00","15","0.061","8","13"
"2023-03-10T14:11:30.000+01:00","15","0.06","8","13"
"2023-03-10T14:11:40.000+01:00","15","0.061","8","13"
"2023-03-10T14:11:50.000+01:00","15","0.06","8","13"
"2023-03-10T14:12:00.000+01:00","15","0.061","8","13"
"2023-03-10T14:12:10.000+01:00","15","0.061","8","13"
"2023-03-10T14:12:20.000+01:00","15","0.061","8","13"
"2023-03-10T14:12:30.000+01:00","15","0.061","8","13"
"2023-03-10T14:12:40.000+01:00","15","0.061","8","13"
"2023-03-10T14:12:50.000+01:00","15","0.061","8","13"
"2023-03-10T14:13:00.000+01:00","15","0.061","8","13"
