relay,temperature,overtemperature,energy,power
1,29.18,0,45207,0
1,29.18,0,45207,0
1,29.18,0,45207,0
1,29.18,0,45207,0
1,29.18,0,45207,0
1,29.18,0,45207,0
1,29.69,0,45207,0
1,29.69,0,45207,0
1,29.75,0,45207,0
1,29.75,0,45207,0
1,29.98,0,45207,0
1,29.98,0,45207,0
1,29.75,0,45207,0
1,29.75,0,45207,0
1,29.52,0,45207,0
1,29.52,0,45207,0
1,29.98,0,45207,0
1,29.98,0,45207,0
1,29.98,0,45207,0
1,29.98,0,45207,0
1,29.92,0,45207,0
1,29.92,0,45207,0
1,29.58,0,45207,0
1,29.58,0,45207,0
1,29.69,0,45207,0
1,29.69,0,45207,0
1,30.09,0,45207,0
1,30.09,0,45207,0
1,30.09,0,45207,0
1,30.09,0,45207,0
1,30.37,0,45207,0
1,30.37,0,45207,0
1,29.98,0,45207,0
1,29.98,0,45207,0
1,30.26,0,45207,0
1,30.26,0,45207,0
1,29.98,0,45207,0
1,29.98,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,29.75,0,45207,0
1,29.75,0,45207,0
1,30.09,0,45207,0
1,30.09,0,45207,0
1,30.03,0,45207,0
1,30.03,0,45207,0
1,30.03,0,45207,0
1,30.03,0,45207,0
1,29.92,0,45207,0
1,29.92,0,45207,0
1,30.37,0,45207,0
1,30.37,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,30.09,0,45207,0
1,30.09,0,45207,0
1,29.86,0,45207,0
1,29.86,0,45207,0
1,30.43,0,45207,0.4
1,30.43,0,45207,0.4
1,29.92,0,45207,0.32
1,29.92,0,45207,0.32
1,29.92,0,45207,0
1,29.92,0,45207,0
1,29.92,0,45207,0
1,29.92,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,30.15,0,45207,0
1,30.15,0,45207,0
1,30.54,0,45207,0
1,30.54,0,45207,0
1,30.65,0,45207,0
1,30.65,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,30.37,0,45207,0
1,30.37,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,30.26,0,45207,0
1,30.26,0,45207,0
1,30.03,0,45207,0
1,30.03,0,45207,0
1,30.03,0,45207,0
1,30.03,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,29.92,0,45207,0
1,29.92,0,45207,0
1,30.03,0,45207,0
1,30.03,0,45207,0
1,30.49,0,45207,0
1,30.49,0,45207,0
1,30.54,0,45207,0
1,30.54,0,45207,0
1,30.43,0,45207,0
1,30.43,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,30.09,0,45207,0
1,30.09,0,45207,0
1,30.03,0,45207,0
1,30.03,0,45207,0
1,29.75,0,45207,0
1,29.75,0,45207,0
1,29.81,0,45207,0
1,29.81,0,45207,0
1,29.98,0,45207,0
1,29.98,0,45207,0
1,30.2,0,45207,0
1,30.2,0,45207,0
1,30.37,0,45207,0
1,30.37,0,45207,0
1,30.82,0,45208,0
1,30.82,0,45208,0
1,30.2,0,45208,0
1,30.2,0,45208,0
1,30.49,0,45208,0
1,30.49,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.2,0,45208,0
1,30.2,0,45208,0
1,30.37,0,45208,0.37
1,30.37,0,45208,0.37
1,30.37,0,45208,0.33
1,30.37,0,45208,0.33
1,30.49,0,45208,0
1,30.49,0,45208,0
1,30.15,0,45208,0.33
1,30.15,0,45208,0.33
1,30.49,0,45208,0
1,30.49,0,45208,0
1,30.88,0,45208,0
1,30.88,0,45208,0
1,30.65,0,45208,0
1,30.65,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,29.92,0,45208,0
1,29.92,0,45208,0
1,30.49,0,45208,0
1,30.49,0,45208,0
1,30.43,0,45208,0.34
1,30.43,0,45208,0.34
1,30.15,0,45208,0
1,30.15,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.88,0,45208,0
1,30.88,0,45208,0
1,30.71,0,45208,0
1,30.71,0,45208,0
1,30.49,0,45208,0.41
1,30.49,0,45208,0.41
1,30.49,0,45208,0
1,30.49,0,45208,0
1,29.81,0,45208,0
1,29.81,0,45208,0
1,30.2,0,45208,0
1,30.2,0,45208,0
1,30.03,0,45208,0
1,30.03,0,45208,0
1,29.86,0,45208,0
1,29.86,0,45208,0
1,29.92,0,45208,0
1,29.92,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.93,0,45208,0
1,30.93,0,45208,0
1,30.43,0,45208,0
1,30.43,0,45208,0
1,30.54,0,45208,0
1,30.54,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.43,0,45208,0
1,30.43,0,45208,0
1,30.49,0,45208,0
1,30.49,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.2,0,45208,0
1,30.2,0,45208,0
1,29.92,0,45208,0
1,29.92,0,45208,0
1,30.49,0,45208,0
1,30.49,0,45208,0
1,30.77,0,45208,0
1,30.77,0,45208,0
1,30.43,0,45208,0
1,30.43,0,45208,0
1,30.2,0,45208,0
1,30.2,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.43,0,45208,0
1,30.43,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.49,0,45208,0
1,30.49,0,45208,0
1,30.65,0,45208,0
1,30.65,0,45208,0
1,30.6,0,45208,0.33
1,30.6,0,45208,0.33
1,30.2,0,45208,0
1,30.2,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,29.86,0,45208,0
1,29.86,0,45208,0
1,30.43,0,45208,0
1,30.43,0,45208,0
1,29.92,0,45208,0
1,29.92,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,30.2,0,45208,0.38
1,30.2,0,45208,0.38
1,30.82,0,45208,0
1,30.82,0,45208,0
1,30.43,0,45208,0
1,30.43,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.43,0,45208,0
1,30.43,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,30.03,0,45208,0
1,30.03,0,45208,0
1,30.2,0,45208,0
1,30.2,0,45208,0
1,29.81,0,45208,0
1,29.81,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.2,0,45208,0
1,30.2,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.65,0,45208,0.33
1,30.65,0,45208,0.33
1,30.49,0,45208,0
1,30.49,0,45208,0
1,30.49,0,45208,0
1,30.49,0,45208,0
1,29.81,0,45208,0
1,29.81,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.03,0,45208,0
1,30.03,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,30.54,0,45208,0
1,30.54,0,45208,0
1,30.82,0,45208,0
1,30.82,0,45208,0
1,30.49,0,45208,0.38
1,30.49,0,45208,0.38
1,30.43,0,45208,0
1,30.43,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.2,0,45208,0
1,30.2,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,30.03,0,45208,0
1,30.03,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.6,0,45208,0
1,30.6,0,45208,0
1,30.54,0,45208,0
1,30.54,0,45208,0
1,30.49,0,45208,0
1,30.49,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.2,0,45208,0.33
1,30.2,0,45208,0.33
1,29.98,0,45208,0
1,29.98,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.82,0,45208,0
1,30.82,0,45208,0
1,30.6,0,45208,0
1,30.6,0,45208,0
1,30.49,0,45208,0.36
1,30.49,0,45208,0.36
1,29.92,0,45208,0
1,29.92,0,45208,0
1,30.03,0,45208,0
1,30.03,0,45208,0
1,29.86,0,45208,0
1,29.86,0,45208,0
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,29.92,0,45208,0
1,29.92,0,45208,0
1,30.2,0,45208,0.36
1,30.2,0,45208,0.36
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.77,0,45208,0
1,30.77,0,45208,0
1,30.49,0,45208,0
1,30.49,0,45208,0
1,30.43,0,45208,0
1,30.43,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.37,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.03,0,45208,0.39
1,30.03,0,45208,0.39
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.54,0,45208,0
1,30.54,0,45208,0
1,30.6,0,45208,0.35
1,30.6,0,45208,0.35
1,30.26,0,45208,0
1,30.26,0,45208,0
1,30.2,0,45208,0
1,30.2,0,45208,0
1,29.75,0,45208,0
1,29.75,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,30.2,0,45208,0
1,30.2,0,45208,0
1,30.65,0,45208,0
1,30.65,0,45208,0
1,30.43,0,45208,0
1,30.43,0,45208,0
1,30.09,0,45208,0
1,30.09,0,45208,0
1,29.98,0,45208,0
1,29.98,0,45208,0
1,30.43,0,45208,0.3
1,30.43,0,45208,0.3
1,29.86,0,45208,0
1,29.86,0,45208,0
1,30.15,0,45208,0
1,30.15,0,45208,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,29.98,0,45209,0
1,29.98,0,45209,0
1,29.69,0,45209,0
1,29.69,0,45209,0
1,30.03,0,45209,0
1,30.03,0,45209,0
1,30.54,0,45209,0
1,30.54,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,29.98,0,45209,0
1,29.98,0,45209,0
1,29.98,0,45209,0
1,29.98,0,45209,0
1,29.58,0,45209,0
1,29.58,0,45209,0
1,30.15,0,45209,0
1,30.15,0,45209,0
1,29.86,0,45209,0
1,29.86,0,45209,0
1,30.2,0,45209,0
1,30.2,0,45209,0
1,30.03,0,45209,0
1,30.03,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,30.49,0,45209,0
1,30.49,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,30.15,0,45209,0
1,30.15,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,30.15,0,45209,0
1,30.15,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,30.15,0,45209,0
1,30.15,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,29.69,0,45209,0
1,29.69,0,45209,0
1,30.15,0,45209,0
1,30.15,0,45209,0
1,30.43,0,45209,0.31
1,30.43,0,45209,0.31
1,30.15,0,45209,0
1,30.15,0,45209,0
1,30.37,0,45209,0
1,30.37,0,45209,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,29.58,0,45209,0
1,29.58,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,30.03,0,45209,0
1,30.03,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,29.98,0,45209,0
1,29.98,0,45209,0
1,30.2,0,45209,0
1,30.2,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,30.15,0,45209,0
1,30.15,0,45209,0
1,30.03,0,45209,0
1,30.03,0,45209,0
1,29.69,0,45209,0
1,29.69,0,45209,0
1,29.58,0,45209,0
1,29.58,0,45209,0
1,30.03,0,45209,0
1,30.03,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.86,0,45209,0
1,29.86,0,45209,0
1,30.03,0,45209,0
1,30.03,0,45209,0
1,30.2,0,45209,0
1,30.2,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,29.52,0,45209,0
1,29.52,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,30.03,0,45209,0
1,30.03,0,45209,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,29.52,0,45209,0
1,29.52,0,45209,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,30.65,0,45209,0
1,30.65,0,45209,0
1,30.15,0,45209,0
1,30.15,0,45209,0
1,29.69,0,45209,0
1,29.69,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,30.03,0,45209,0
1,30.03,0,45209,0
1,29.98,0,45209,0
1,29.98,0,45209,0
1,29.52,0,45209,0
1,29.52,0,45209,0
1,29.41,0,45209,0
1,29.41,0,45209,0
1,29.52,0,45209,0.31
1,29.52,0,45209,0.31
1,29.46,0,45209,0
1,29.46,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,30.43,0,45209,0
1,30.43,0,45209,0
1,30.26,0,45209,0
1,30.26,0,45209,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,29.98,0,45209,0
1,29.98,0,45209,0
1,30.03,0,45209,0
1,30.03,0,45209,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,29.75,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.98,0,45209,0
1,29.98,0,45209,0
1,30.54,0,45209,0
1,30.54,0,45209,0
1,30.2,0,45209,0
1,30.2,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.98,0,45209,0
1,29.98,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.46,0,45209,0.36
1,29.46,0,45209,0.36
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,30.26,0,45209,0
1,30.26,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,29.69,0,45209,0
1,29.69,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.86,0,45209,0
1,29.86,0,45209,0
1,30.09,0,45209,0
1,30.09,0,45209,0
1,29.81,0,45209,0
1,29.81,0,45209,0
1,29.92,0,45209,0
1,29.92,0,45209,0
1,29.86,0,45209,0
1,29.86,0,45209,0
1,29.75,0,45209,0
